Hugosymbol	Label
RHOF	0
SNX18	0
MFN1	0
AHSP	0
TRAPPC5	0
UBE2J2	0
HNRNPR	0
CENPC	0
RNF130	0
SLC39A6	0
CCNA2	0
RNF144B	0
BRD1	0
TUBA1C	0
ACTR10	0
GTF2IRD2	0
ZNF860	0
NDC1	0
PTGES3L-AARSD1	0
DEPTOR	0
ZNF17	0
ST3GAL5	0
ARID3A	0
NUDT19	0
PHF13	0
RAP1GAP2	0
ZNF691	0
MTA3	0
ZNF774	0
ZNF786	0
GIPC1	0
PTPA	0
NPFFR1	0
SUMO2	0
HYKK	0
GIT2	0
AGTRAP	0
ZNF562	0
NOP16	0
CTSV	0
ZNF544	0
ZNF334	0
LYRM2	0
EDA2R	0
ZNF724	0
SYNRG	0
CHCHD4	0
RCC2	0
CD46	0
CPLX3	0
ACTR6	0
SLC8A3	0
MRM3	0
SERPINB1	0
DEFA1B	0
NEURL2	0
TCEAL6	0
PPP6R1	0
SVIP	0
TONSL	0
NCLN	0
ATP6V1B1	0
SPIRE2	0
FMC1	0
ZKSCAN1	0
SDAD1	0
XPOT	0
MCUB	0
SMG9	0
DBF4	0
NPBWR2	0
RPF1	0
BBS9	0
KIAA2013	0
NTNG2	0
TMOD1	0
GUCY1B1	0
NELFCD	0
STMN4	0
NAA35	0
RAET1E	0
ZNF671	0
CD40LG	0
SMAD5	0
ZNF441	0
ZNF596	0
PLA2G15	0
ACTR3B	0
CRCP	0
ZC3H8	0
UTP11	0
SDHAF4	0
MED6	0
MSL3	0
B3GNT3	0
TMEM219	0
CPSF3	0
SERPIND1	0
SPA17	0
DHFR2	0
EDF1	0
UTP14C	0
ILKAP	0
ZNF432	0
ZNF785	0
ZNF611	0
RGS10	0
ZNF460	0
THEM4	0
HIPK1	0
ZKSCAN7	0
SNAP47	0
ZNF493	0
OGA	0
YWHAQ	0
RNF144A	0
CAPN8	0
USP37	0
SLC39A9	0
ZNF707	0
PRKD3	0
ZNF431	0
LSM14B	0
UBA3	0
DHX35	0
HNRNPM	0
SNW1	0
ZC3H15	0
TCEAL4	0
DNAJC7	0
PHF12	0
PDLIM5	0
ELP1	0
ESF1	0
PARK7	0
ANKRD49	0
PSMB10	0
ZNF626	0
GPN1	0
MICOS10	0
ZNF430	0
RGCC	0
GCFC2	0
TMEM11	0
GUCY1A1	0
GFM2	0
SMC6	0
DUSP12	0
ATG3	0
HTR3A	0
RMDN2	0
CENPU	0
CNIH1	0
WIZ	0
NABP2	0
NLE1	0
UBXN2A	0
